P (kW);Date;Time Frame;(Ta)¡C;Tm (¡C);I3 (W/m2);I15 (W/m2);;
323,9737833;9/21/13 3:56 PM;15;26,2005;29,846;418,538;426,292;;
91,7698;9/21/13 4:56 PM;16;23,99966667;23,954;136,717;132,8186667;;
11,79291667;9/21/13 5:56 PM;17;22,198;20,062;16,038;17,958;;
0,001283333;9/21/13 6:56 PM;18;21,091;18,83533333;0;0,58;;
0;9/21/13 7:56 PM;19;20,41383333;17,82716667;0;0,58;;
0;9/21/13 8:56 PM;20;19,56216667;16,7515;0;0,58;;
0;9/21/13 9:56 PM;21;19,21783333;15,82383333;0;0,908;;
0;0;22;0;0;0;0;;
0;0;23;0;0;0;0;;
0;0;24;0;0;0;0;;
0;0;1;0;0;0;0;;
0;0;2;0;0;0;0;;
0;0;3;0;0;0;0;;
0;9/22/13 4:56 AM;4;15,77483333;12,12716667;0;0;;
3,82465;9/22/13 5:56 AM;5;15,45016667;11,50266667;6,3105;10,03216667;;
84,0463;9/22/13 6:56 AM;6;17,11566667;14,4775;119,7833333;150,9683333;;
270,4008167;9/22/13 7:56 AM;7;21,33816667;21,93133333;320,6711667;393,076;;
449,8485667;9/22/13 8:56 AM;8;22,97166667;28,274;521,0428333;610,987;;
596,8918333;9/22/13 9:56 AM;9;23,4225;30,4565;681,8851667;778,1266667;;
684,7304667;9/22/13 10:56 AM;10;24,532;33,87516667;794,2275;887,3751667;;
717,6949333;9/22/13 11:56 AM;11;24,58666667;34,40683333;843,1436667;926,178;;
699,7892333;9/22/13 12:56 PM;12;25,02216667;33,734;827,6855;898,6998333;;
626,4411333;9/22/13 1:56 PM;13;24,74783333;32,1775;739,3983333;787,3043333;;
507,15685;9/22/13 2:56 PM;14;24,53866667;29,5565;603,9363333;638,5953333;;
319,7190333;9/22/13 3:56 PM;15;24,25;26,85833333;406,0701667;422,2391667;;
117,3124333;9/22/13 4:56 PM;16;22,71583333;23,1765;199,5866667;189,8093333;;
10,5308;9/22/13 5:56 PM;17;21,2845;19,45883333;13,60666667;22,4495;;
0,00275;9/22/13 6:56 PM;18;20,28733333;17,73366667;0;0,58;;
0;9/22/13 7:56 PM;19;19,724;17,09716667;0;0,58;;
0;9/22/13 8:56 PM;20;19,44366667;16,3275;0;0,58;;
0;9/22/13 9:46 PM;21;19,2498;16,229;0;0,58;;
0;0;22;0;0;0;0;;
0;0;23;0;0;0;0;;
0;0;24;0;0;0;0;;
0;0;1;0;0;0;0;;
0;0;2;0;0;0;0;;
0;0;3;0;0;0;0;;
0;9/23/13 4:56 AM;4;15,204;10,83133333;0;0,023673469;;
1,473666667;9/23/13 5:56 AM;5;14,40533333;9,541166667;2,4575;4,251833333;;
69,2968;9/23/13 6:56 AM;6;16,51483333;13,11916667;111,6665;149,1286667;;
266,7366833;9/23/13 7:56 AM;7;21,78683333;24,31883333;318,0855;390,8291667;;
441,14295;9/23/13 8:56 AM;8;23,04233333;28,70783333;516,3985;607,3623333;;
588,96905;9/23/13 9:56 AM;9;23,798;31,7505;674,373;769,6591667;;
670,0234167;9/23/13 10:56 AM;10;24,31816667;34,41716667;780,4873333;875,1251667;;
697,2888167;9/23/13 11:56 AM;11;24,987;36,317;831,1793333;884,0323333;;
486,47615;9/23/13 12:56 PM;12;25,142;32,8405;564,1426667;638,0386667;;
484,4055333;9/23/13 1:56 PM;13;25,1015;32,295;541,8943333;667,7016667;;
300,2525;9/23/13 2:56 PM;14;24,309;28,38183333;356,8581667;446,1086667;;
207,11255;9/23/13 3:56 PM;15;23,49083333;25,23966667;274,4778333;270,7665;;
120,5119833;9/23/13 4:56 PM;16;22,33866667;22,87466667;186,9823333;179,5176667;;
11,68506667;9/23/13 5:56 PM;17;20,66583333;18,62083333;14,82483333;21,4385;;
0,004516667;9/23/13 6:56 PM;18;18,8425;15,247;0;0,58;;
0;9/23/13 7:56 PM;19;17,8795;13,138;0;0,58;;
0;9/23/13 8:56 PM;20;16,64216667;11,3345;0;0,377;;
0;9/23/13 9:46 PM;21;15,8952;10,9196;0;0;;
0;0;22;0;0;0;0;;
0;0;23;0;0;0;0;;
0;0;24;0;0;0;0;;
0;0;1;0;0;0;0;;
0;0;2;0;0;0;0;;
0;0;3;0;0;0;0;;
0;9/24/13 4:56 AM;4;13,6255;9,802666667;0;0,58;;
1,6327;9/24/13 5:56 AM;5;13,638;9,948166667;2,680166667;5,536833333;;
66,02423333;9/24/13 6:56 AM;6;15,2625;12,51583333;105,298;141,9155;;
259,7160333;9/24/13 7:56 AM;7;19,10066667;20,54083333;307,8408333;378,5433333;;
414,7312667;9/24/13 8:56 AM;8;22,50683333;30,5985;494,7651667;601,108;;
439,6320667;9/24/13 9:56 AM;9;24,159;33,20483333;483,437;564,2163333;;
520,6799667;9/24/13 10:56 AM;10;25,31166667;34,61483333;622,3135;632,8621667;;
518,9595167;9/24/13 11:56 AM;11;26,62433333;37,8245;586,5165;717,6388333;;
643,8432281;9/24/13 12:56 PM;12;26,78833333;35,94583333;753,3142105;894,1526316;;
588,3592955;9/24/13 1:55 PM;13;27,2175;37,3885;707,8338636;763,3995455;;
482,6363833;9/24/13 2:55 PM;14;26,96866667;33,63783333;583,2825;614,1405;;
305,7818;9/24/13 3:55 PM;15;26,28433333;30,269;399,7693333;410,802;;
166,1876818;9/24/13 4:25 PM;16;24,875;26,46666667;258,2581818;254,7031818;;
0;9/24/13 5:50 PM;17;0;0;0;0;;
0;9/24/13 6:50 PM;18;0;0;0;0;;
0;9/24/13 7:50 PM;19;0;0;0;0;;
0;9/24/13 8:50 PM;20;0;0;0;0;;
0;9/24/13 9:50 PM;21;0;0;0;0;;
0;0;22;0;0;0;0;;
0;0;23;0;0;0;0;;
0;0;24;0;0;0;0;;
0;0;1;0;0;0;0;;
0;0;2;0;0;0;0;;
0;0;3;0;0;0;0;;
0;9/25/13 4:50 AM;4;0;0;0;0;;
0;9/25/13 5:50 AM;5;0;0;0;0;;
0;9/25/13 6:50 AM;6;0;0;0;0;;
287,31166;9/25/13 7:59 AM;7;19,3264;23,4134;298,1784;401,9406;;
440,6782833;9/25/13 8:59 AM;8;24,06733333;34,63883333;515,438;602,1928333;;
568,6751333;9/25/13 9:59 AM;9;26,76916667;47,75966667;659,5116667;759,246;;
630,7108;9/25/13 10:59 AM;10;28,89983333;52,7435;753,7458333;850,2201667;;
650,1290167;9/25/13 11:59 AM;11;30,16333333;55,32816667;790,5886667;873,8478333;;
637,2601;9/25/13 12:59 PM;12;30,849;52,839;781,0693333;847,8573333;;
580,4501;9/25/13 1:59 PM;13;30,89266667;49,577;706,8851667;761,4121667;;
462,2580333;9/25/13 2:59 PM;14;30,2965;43,06633333;563,2365;600,0806667;;
300,7904667;9/25/13 3:59 PM;15;29,18216667;35,97083333;393,507;404,2598333;;
107,7271167;9/25/13 4:59 PM;16;27,40883333;29,37466667;188,4476667;183,8323333;;
8,126583333;9/25/13 5:59 PM;17;24,60683333;21,65116667;11,60583333;17,41916667;;
0,000183333;9/25/13 6:59 PM;18;21,643;16,92683333;0;0,125666667;;
0;9/25/13 7:59 PM;19;19,781;14,96883333;0;0,077833333;;
0;9/25/13 8:59 PM;20;18,9815;14,22533333;0;0,3315;;
0;9/25/13 9:49 PM;21;18,202;13,7578;0;0,431754386;;
0;0;22;0;0;0;0;;
0;0;23;0;0;0;0;;
0;0;24;0;0;0;0;;
0;0;1;0;0;0;0;;
0;0;2;0;0;0;0;;
0;0;3;0;0;0;0;;
0;9/26/13 4:59 AM;4;18,28166667;15,25966667;0;0,58;;
0,988033333;9/26/13 5:59 AM;5;18,384;15,24083333;1,880666667;3,261333333;;
60,84435;9/26/13 6:59 AM;6;19,52316667;17,162;98,48583333;138,8828333;;
255,4033;9/26/13 7:59 AM;7;23,25983333;24,4715;310,2171667;370,365;;
401,2528667;9/26/13 8:59 AM;8;25,6915;34,2505;463,852;555,815;;
513,0112333;9/26/13 9:59 AM;9;27,15733333;42,81833333;611,1078333;615,9355;;
610,98715;9/26/13 10:59 AM;10;28,6835;49,56066667;728,7861667;859,6601667;;
647,0360167;9/26/13 11:59 AM;11;29,47116667;50,87933333;784,5881667;853,3048333;;
660,5138043;9/26/13 12:59 PM;12;29,455;48,8226;797,9143478;874,2036957;;
586,5922545;9/26/13 1:59 PM;13;29,92083333;47,95416667;693,6878182;753,0352727;;
485,306186;9/26/13 2:39 PM;14;29,563;43,53125;587,3290698;625,4974419;;
272,5887333;9/26/13 3:56 PM;15;28,48616667;35,746;355,9808333;370,099;;
89,37548333;9/26/13 4:56 PM;16;26,47683333;28,431;144,944;144,707;;
14,53945455;9/26/13 5:26 PM;17;24,911;23,50166667;21,44030303;24,66090909;;
0;9/26/13 6:26 PM;18;0;0;0;0;;
0;9/26/13 7:26 PM;19;0;0;0;0;;
0;9/26/13 8:26 PM;20;0;0;0;0;;
0;9/26/13 9:26 PM;21;0;0;0;0;;
0;0;22;0;0;0;0;;
0;0;23;0;0;0;0;;
0;0;24;0;0;0;0;;
0;0;1;0;0;0;0;;
0;0;2;0;0;0;0;;
0;0;3;0;0;0;0;;
0;9/27/13 4:56 AM;4;0;0;0;0;;
0;9/27/13 5:56 AM;5;16,477;13,904;0;0;;
76,21716216;9/27/13 6:56 AM;6;17,49983333;15,47166667;95,34864865;127,6835135;;
270,6910465;9/27/13 7:56 AM;7;21,3375;23,21825;289,1837209;382,0174419;;
409,2288167;9/27/13 8:56 AM;8;24,11516667;32,2055;465,646;562,1881667;;
543,69235;9/27/13 9:56 AM;9;26,0365;38,79466667;630,7088333;729,8118333;;
620,5856167;9/27/13 10:56 AM;10;27,252;44,0965;738,53;820,9165;;
642,4146667;9/27/13 11:56 AM;11;28,35133333;44,89;776,4108333;862,0283333;;
618,7057;9/27/13 12:56 PM;12;28,61566667;43,954;750,5096667;831,9785;;
552,1535167;9/27/13 1:56 PM;13;29,01183333;41,90383333;669,148;723,4191667;;
434,3230167;9/27/13 2:56 PM;14;28,8045;38,3575;532,4673333;570,0941667;;
265,92885;9/27/13 3:56 PM;15;27,42583333;31,67483333;346,9141667;361,9051667;;
89,97391667;9/27/13 4:56 PM;16;25,43333333;26,23516667;150,2066667;147,3745;;
7,417816667;9/27/13 5:56 PM;17;23,48616667;21,18366667;10,33516667;13,062;;
0;9/27/13 6:56 PM;18;21,962;18,59883333;0;0,590166667;;
0;9/27/13 7:56 PM;19;20,811;16,783;0;0,579833333;;
0;9/27/13 8:56 PM;20;20,12116667;16,2365;0;0,58;;
0;9/27/13 9:46 PM;21;19,5768;15,5056;0;0,58;;
0;0;22;0;0;0;0;;
0;0;23;0;0;0;0;;
0;0;24;0;0;0;0;;
0;0;1;0;0;0;0;;
0;0;2;0;0;0;0;;
0;0;3;0;0;0;0;;
0;9/28/13 4:56 AM;4;17,00716667;13,78316667;0;0,58;;
0,9019;9/28/13 5:56 AM;5;16,92016667;13,70433333;1,5455;2,537;;
39,75311667;9/28/13 6:56 AM;6;17,80083333;14,88366667;54,84916667;64,73683333;;
189,78085;9/28/13 7:56 AM;7;21,32666667;22,05166667;226,6258333;288,7393333;;
351,84335;9/28/13 8:56 AM;8;24,76583333;33,2515;396,0266667;498,794;;
435,0139667;9/28/13 9:56 AM;9;26,505;39,049;501,2465;533,421;;
606,65185;9/28/13 10:56 AM;10;28,22533333;50,8745;733,866;790,7303333;;
482,4806333;9/28/13 11:56 AM;11;29,50533333;48,948;598,4363333;691,8701667;;
356,8543333;9/28/13 12:56 PM;12;29,74416667;40,8265;441,5641667;494,743;;
265,8401167;9/28/13 1:56 PM;13;28,1475;33,77116667;305,8093333;388,7085;;
136,57175;9/28/13 2:56 PM;14;27,3145;29,36416667;172,7016667;227,9143333;;
112,3031167;9/28/13 3:56 PM;15;27,34816667;28,87183333;137,1658333;176,9766667;;
45,90608333;9/28/13 4:56 PM;16;26,41183333;26,43566667;72,69166667;65,68433333;;
7,773033333;9/28/13 5:56 PM;17;25,02033333;23,41166667;11,09316667;12,96383333;;
0;9/28/13 6:56 PM;18;23,75683333;21,37816667;0;0,1765;;
0;9/28/13 7:56 PM;19;22,254;19,07633333;0;0;;
0;9/28/13 8:56 PM;20;21,20316667;17,78983333;0;0;;
0;9/28/13 9:46 PM;21;20,3884;16,6638;0;0;;
0;0;22;0;0;0;0;;
0;0;23;0;0;0;0;;
0;0;24;0;0;0;0;;
0;0;1;0;0;0;0;;
0;0;2;0;0;0;0;;
0;0;3;0;0;0;0;;
0;9/29/13 4:56 AM;4;19,00016667;16,47966667;0;0;;
0,878483333;9/29/13 5:56 AM;5;19,00616667;16,3965;1,634333333;2,285166667;;
58,01145;9/29/13 6:56 AM;6;20,33866667;18,6465;75,8665;103,9238333;;
214,35475;9/29/13 7:56 AM;7;23,68933333;24,9495;248,538;275,4195;;
283,8175;9/29/13 8:56 AM;8;25,88283333;29,37316667;347,8528333;324,253;;
383,3933;9/29/13 9:56 AM;9;27,37066667;38,16;474,7048333;466,3275;;
462,2832333;9/29/13 10:56 AM;10;29,23733333;42,78266667;558,9021667;558,8473333;;
518,2904833;9/29/13 11:56 AM;11;29,88766667;43,55233333;629,8683333;683,816;;
361,2611333;9/29/13 12:56 PM;12;29,59183333;38,9645;416,3363333;432,044;;
319,648;9/29/13 1:56 PM;13;29,03716667;35,83666667;374,4208333;379,4966667;;
194,1170167;9/29/13 2:56 PM;14;27,83;32,0365;226,3723333;226,5278333;;
127,5182833;9/29/13 3:56 PM;15;27,01366667;29,00633333;149,7945;148,6491667;;
48,04116667;9/29/13 4:56 PM;16;25,573;25,53683333;59,1665;59,5;;
4,105383333;9/29/13 5:56 PM;17;24,33083333;23,03283333;5,750333333;6,411666667;;
0;9/29/13 6:56 PM;18;23,72583333;21,96466667;0;0,370166667;;
0;9/29/13 7:56 PM;19;23,61666667;21,979;0;0,58;;
0;9/29/13 8:56 PM;20;23,62816667;22,05333333;0;0,58;;
0;9/29/13 9:46 PM;21;23,4814;21,9308;0;0;;
0;0;22;0;0;0;0;;
0;0;23;0;0;0;0;;
0;0;24;0;0;0;0;;
0;0;1;0;0;0;0;;
0;0;2;0;0;0;0;;
0;0;3;0;0;0;0;;
0;9/30/13 4:56 AM;4;0;0;0;0;;
0;9/30/13 5:56 AM;5;0;0;0;0;;
0;9/30/13 6:56 AM;6;0;0;0;0;;
0;9/30/13 7:56 AM;7;0;0;0;0;;
0;9/30/13 8:56 AM;8;0;0;0;0;;
0;9/30/13 9:56 AM;9;0;0;0;0;;
0;9/30/13 10:56 AM;10;0;0;0;0;;
0;9/30/13 11:56 AM;11;0;0;0;0;;
0;9/30/13 12:56 PM;12;0;0;0;0;;
0;9/30/13 1:56 PM;13;0;0;0;0;;
0;9/30/13 2:56 PM;14;0;0;0;0;;
0;9/30/13 3:56 PM;15;0;0;0;0;;
0;9/30/13 4:56 PM;16;0;0;0;0;;
0;9/30/13 5:56 PM;17;0;0;0;0;;
0;9/30/13 6:56 PM;18;0;0;0;0;;
0;9/30/13 7:56 PM;19;0;0;0;0;;
0;9/30/13 8:56 PM;20;0;0;0;0;;
0;9/30/13 9:46 PM;21;0;0;0;0;;
0;0;22;0;0;0;0;;
0;0;23;0;0;0;0;;
0;0;24;0;0;0;0;;
0;0;1;0;0;0;0;;
0;0;2;0;0;0;0;;
0;0;3;0;0;0;0;;
0;10/1/13 4:56 AM;4;16,7895;12,71666667;0;0,004375;;
0,3102;10/1/13 5:56 AM;5;16,69816667;13,484;0,604166667;1,369833333;;
24,02595;10/1/13 6:56 AM;6;17,46333333;14,57633333;32,12133333;51,17883333;;
228,0519667;10/1/13 7:56 AM;7;19,57616667;19,65683333;271,542;329,9981667;;
416,67235;10/1/13 8:56 AM;8;21,82616667;27,97366667;472,083;559,1775;;
492,9073833;10/1/13 9:56 AM;9;23,341;31,62616667;596,1406667;670,2526667;;
582,3874;10/1/13 10:56 AM;10;24,13916667;34,26083333;716,6873333;747,6416667;;
571,9108333;10/1/13 11:56 AM;11;24,5335;33,33733333;622,6055;782,2096667;;
451,1378;10/1/13 12:56 PM;12;24,56433333;31,34533333;576,262;546,3435;;
554,0179667;10/1/13 1:56 PM;13;24,6585;32,35883333;677,7676667;688,8876667;;
423,8482167;10/1/13 2:56 PM;14;24,8515;29,76883333;542,9743333;482,2716667;;
224,9608;10/1/13 3:56 PM;15;23,43316667;25,20966667;289,6528333;283,5473333;;
78,40073333;10/1/13 4:56 PM;16;22,04733333;22,35716667;116,1028333;123,4415;;
5,840883333;10/1/13 5:56 PM;17;20,42883333;18,6365;8,528166667;12,00166667;;
0;10/1/13 6:56 PM;18;19,56233333;17,17733333;0;0,561;;
0;10/1/13 7:56 PM;19;19,19666667;16,78533333;0;0,334333333;;
0;10/1/13 8:56 PM;20;18,819;16,07683333;0;0,58;;
0;10/1/13 9:46 PM;21;18,0324;14,902;0;0,58;;
0;0;22;0;0;0;0;;
0;0;23;0;0;0;0;;
0;0;24;0;0;0;0;;
0;0;1;0;0;0;0;;
0;0;2;0;0;0;0;;
0;0;3;0;0;0;0;;
0;10/2/13 4:56 AM;4;15,03416667;11,17466667;0;0,6525;;
0,529716667;10/2/13 5:56 AM;5;15,0955;11,38066667;0,771833333;1,846;;
51,01156667;10/2/13 6:56 AM;6;15,99;13,02816667;76,31583333;125,9968333;;
239,9356667;10/2/13 7:56 AM;7;18,786;19,48316667;290,7383333;359,8383333;;
378,0118667;10/2/13 8:56 AM;8;21,3155;28,0215;445,4316667;513,288;;
299,2986167;10/2/13 9:56 AM;9;22,12666667;26,4695;380,8988333;385,6788333;;
545,115;10/2/13 10:56 AM;10;23,31183333;30,50816667;642,007;699,754;;
600,5446167;10/2/13 11:56 AM;11;23,99016667;32,0675;740,8255;786,5435;;
563,1741667;10/2/13 12:56 PM;12;23,88333333;32,059;698,5468333;768,1881667;;
576,52705;10/2/13 1:56 PM;13;23,8075;31,66333333;663,8635;713,0731667;;
454,75465;10/2/13 2:56 PM;14;23,29966667;28,74666667;542,9831667;585,8745;;
270,3486;10/2/13 3:56 PM;15;22,2865;24,79383333;356,3901667;373,4838333;;
79,44431667;10/2/13 4:56 PM;16;20,509;20,6285;148,0515;148,995;;
3,8258;10/2/13 5:56 PM;17;19,17083333;16,86233333;4,986;9,103;;
0;10/2/13 6:56 PM;18;18,24566667;15,52316667;0;0,58;;
0;10/2/13 7:56 PM;19;17,63616667;14,20483333;0;0,58;;
0;10/2/13 8:56 PM;20;17,6875;14,59883333;0;0,58;;
0;10/2/13 9:46 PM;21;17,5264;14,8966;0;0,58;;
0;0;22;0;0;0;0;;
0;0;23;0;0;0;0;;
0;0;24;0;0;0;0;;
0;0;1;0;0;0;0;;
0;0;2;0;0;0;0;;
0;0;3;0;0;0;0;;
0;10/3/13 4:56 AM;4;16,3375;13,56866667;0;0,58;;
0,4149;10/3/13 5:56 AM;5;16,0155;13,45916667;0,478833333;1,591833333;;
53,01645;10/3/13 6:56 AM;6;16,95866667;15,67916667;71,6165;114,9678333;;
177,07965;10/3/13 7:56 AM;7;18,8705;20,63416667;220,0473333;227,847;;
264,2821833;10/3/13 8:56 AM;8;19,49833333;22,1025;317,3403333;348,1715;;
580,1825833;10/3/13 9:56 AM;9;20,20283333;27,33166667;671,2966667;747,5021667;;
428,7304167;10/3/13 10:56 AM;10;20,4565;26,18083333;509,5648333;570,7318333;;
489,5358667;10/3/13 11:56 AM;11;20,68583333;27,09566667;559,1303333;665,4911667;;
525,1092333;10/3/13 12:56 PM;12;21,097;28,0965;670,4336667;642,8271667;;
502,9666;10/3/13 1:56 PM;13;20,84;27,4865;640,0178333;681,2906667;;
335,16715;10/3/13 2:56 PM;14;20,30466667;23,60766667;384,3568333;434,4413333;;
252,1503167;10/3/13 3:56 PM;15;19,73683333;21,5775;344,0388333;319,034;;
79,08275;10/3/13 4:56 PM;16;18,05583333;17,78816667;143,7233333;146,9653333;;
3,750516667;10/3/13 5:56 PM;17;16,4365;13,82933333;4,702833333;8,48;;
0;10/3/13 6:56 PM;18;15,31366667;11,39633333;0;0,58;;
0;10/3/13 7:56 PM;19;14,28566667;9,301;0;0,763666667;;
0;10/3/13 8:56 PM;20;13,485;7,934333333;0;0,609;;
0;10/3/13 9:46 PM;21;12,4714;7,4382;0;0,58;;
0;0;22;0;0;0;0;;
0;0;23;0;0;0;0;;
0;0;24;0;0;0;0;;
0;0;1;0;0;0;0;;
0;0;2;0;0;0;0;;
0;0;3;0;0;0;0;;
0;10/4/13 4:56 AM;4;10,11183333;5,0505;0;0,843125;;
0,542766667;10/4/13 5:56 AM;5;9,355833333;3,494833333;1,001166667;1,602166667;;
49,8453;10/4/13 6:56 AM;6;10,3755;6,353333333;73,17233333;117,8875;;
237,3544167;10/4/13 7:56 AM;7;14,24183333;16,099;289,3696667;354,182;;
400,5355667;10/4/13 8:56 AM;8;18,55633333;26,37716667;463,3743333;547,009;;
533,6849333;10/4/13 9:56 AM;9;20,20316667;29,25366667;608,6195;755,3663333;;
621,2544833;10/4/13 10:56 AM;10;20,69133333;32,07716667;727,5836667;833,2093333;;
668,0148833;10/4/13 11:56 AM;11;21,07066667;33,214;789,1548333;858,0615;;
645,15165;10/4/13 12:56 PM;12;21,28583333;33,20216667;744,374;816,1343333;;
573,65045;10/4/13 1:56 PM;13;21,497;30,7215;683,9545;739,0705;;
406,20765;10/4/13 2:56 PM;14;21,05233333;27,1135;506,1611667;504,8028333;;
117,4979;10/4/13 3:56 PM;15;18,79366667;18,807;149,1486667;158,6656667;;
70,08361667;10/4/13 4:56 PM;16;17,82283333;17,30216667;114,8221667;115,8976667;;
2,03185;10/4/13 5:56 PM;17;16,34216667;14,08183333;2,899666667;5,014166667;;
0;10/4/13 6:56 PM;18;15,34466667;12,42066667;0;1,1455;;
0;10/4/13 7:56 PM;19;14,36283333;9,881833333;0;0,8615;;
0;10/4/13 8:56 PM;20;13,2715;8,294166667;0;0,798333333;;
0;10/4/13 9:46 PM;21;12,7098;7,039;0;0,58;;
0;0;22;0;0;0;0;;
0;0;23;0;0;0;0;;
0;0;24;0;0;0;0;;
0;0;1;0;0;0;0;;
0;0;2;0;0;0;0;;
0;0;3;0;0;0;0;;
0;10/5/13 4:56 AM;4;10,029;5,166333333;0;0;;
1,024266667;10/5/13 5:56 AM;5;9,949666667;5,287166667;1,7555;2,257166667;;
73,98001667;10/5/13 6:56 AM;6;11,41616667;8,117166667;93,5255;136,3516667;;
129,2736167;10/5/13 7:56 AM;7;14,428;12,2945;152,3638333;169,996;;
289,1377167;10/5/13 8:56 AM;8;16,6385;20,66566667;345,2713333;409,7278333;;
545,20965;10/5/13 9:56 AM;9;20,69383333;39,065;626,5943333;737,2661667;;
606,7261167;10/5/13 10:56 AM;10;22,2345;43,332;711,3568333;812,5188333;;
625,5638;10/5/13 11:56 AM;11;23,84266667;46,51266667;744,7346667;832,52;;
543,9062167;10/5/13 12:56 PM;12;24,47316667;42,95166667;644,786;711,0363333;;
380,90805;10/5/13 1:56 PM;13;24,45966667;35,48883333;458,9308333;489,8325;;
224,4268667;10/5/13 2:56 PM;14;23,86716667;30,81333333;257,8226667;264,6253333;;
65,40721667;10/5/13 3:56 PM;15;21,905;23,77366667;76,38016667;81,23983333;;
16,61471667;10/5/13 4:56 PM;16;20,30716667;19,84833333;23,982;25,30183333;;
0,819483333;10/5/13 5:56 PM;17;19,80583333;18,62833333;1,089;2,173166667;;
0;10/5/13 6:56 PM;18;19,08633333;17,07266667;0;0,622666667;;
0;10/5/13 7:56 PM;19;17,36133333;15,2195;0;0,860666667;;
0;10/5/13 8:56 PM;20;16,622;15,082;0;1,126833333;;
0;10/5/13 9:46 PM;21;16,355;14,947;0;0,92490566;;
0;0;22;0;0;0;0;;
0;0;23;0;0;0;0;;
0;0;24;0;0;0;0;;
0;0;1;0;0;0;0;;
0;0;2;0;0;0;0;;
0;0;3;0;0;0;0;;
0;10/6/13 4:56 AM;4;16,59116667;15,00816667;0;1,16;;
0,136166667;10/6/13 5:56 AM;5;17,1035;15,5515;0,399166667;1,660666667;;
16,04711667;10/6/13 6:56 AM;6;17,899;16,74366667;25,25083333;26,88883333;;
76,64053333;10/6/13 7:56 AM;7;19,02916667;19,84383333;97,88366667;97,22833333;;
213,3189167;10/6/13 8:56 AM;8;20,9185;25,59716667;249,384;263,5483333;;
159,0405833;10/6/13 9:56 AM;9;21,44033333;25,86766667;193,0985;181,8195;;
273,5677167;10/6/13 10:56 AM;10;22,4785;28,9715;318,1651667;319,6218333;;
207,2735;10/6/13 11:56 AM;11;22,49833333;26,84216667;241,9398333;242,7266667;;
171,9628833;10/6/13 12:56 PM;12;22,695;26,983;202,3196667;200,4448333;;
95,64995;10/6/13 1:56 PM;13;21,66416667;23,29983333;115,5895;113,8976667;;
105,9860667;10/6/13 2:56 PM;14;21,416;23,05466667;121,4551667;121,7225;;
45,28976667;10/6/13 3:56 PM;15;20,56616667;20,876;54,488;52,7905;;
7,263816667;10/6/13 4:56 PM;16;19,2935;18,33816667;11,21433333;12,93433333;;
0,36915;10/6/13 5:56 PM;17;18,928;17,64516667;0,381333333;1,485833333;;
0;10/6/13 6:56 PM;18;19,35966667;17,95333333;0;0,639666667;;
0;10/6/13 7:56 PM;19;19,51083333;18,51266667;0;0,588333333;;
0;10/6/13 8:56 PM;20;19,39216667;17,99066667;0;0,607833333;;
0;10/6/13 9:46 PM;21;19,5442;18,0708;0;0,593207547;;
0;0;22;0;0;0;0;;
0;0;23;0;0;0;0;;
0;0;24;0;0;0;0;;
0;0;1;0;0;0;0;;
0;0;2;0;0;0;0;;
0;0;3;0;0;0;0;;
0;10/7/13 4:56 AM;4;19,12933333;17,92;0;0,58;;
0;10/7/13 5:56 AM;5;19,1085;17,932;0;0,693166667;;
0,114133333;10/7/13 6:56 AM;6;18,33733333;17,41766667;0,352833333;1,971166667;;
5,656383333;10/7/13 7:56 AM;7;18,25066667;17,34883333;10,6865;12,8255;;
12,7243;10/7/13 8:56 AM;8;18,7005;17,66866667;21,1305;21,24133333;;
19,15718333;10/7/13 9:56 AM;9;18,5925;17,67116667;27,552;27,64183333;;
27,21201667;10/7/13 10:56 AM;10;18,3365;17,48616667;38,18816667;38,2005;;
126,1224333;10/7/13 11:56 AM;11;19,33716667;19,88233333;145,426;142,5126667;;
62,20646667;10/7/13 12:56 PM;12;19,32966667;18,41333333;74,20583333;77,95366667;;
39,78891667;10/7/13 1:56 PM;13;18,887;18,20766667;49,81483333;52,65733333;;
91,79761667;10/7/13 2:56 PM;14;19,51983333;20,6395;106,4805;105,7493333;;
59,4975;10/7/13 3:56 PM;15;19,63983333;20,54183333;72,23916667;72,52216667;;
17,00288333;10/7/13 4:56 PM;16;19,0295;18,96766667;25,91483333;27,22466667;;
1,294866667;10/7/13 5:56 PM;17;18,75333333;17,778;2,028666667;2,64;;
0;10/7/13 6:56 PM;18;18,44683333;16,57066667;0;0;;
0;10/7/13 7:56 PM;19;18,21783333;17,317;0;0;;
0;10/7/13 8:56 PM;20;18,214;17,39133333;0;0;;
0;10/7/13 9:56 PM;21;18,31716667;17,47983333;0;0;;
0;0;22;0;0;0;0;;
0;0;23;0;0;0;0;;
0;0;24;0;0;0;0;;
0;0;1;0;0;0;0;;
0;0;2;0;0;0;0;;
0;0;3;0;0;0;0;;
0;10/8/13 4:56 AM;4;19,315;17,83166667;0;0,58;;
0,04535;10/8/13 5:56 AM;5;19,26733333;17,64833333;0,077333333;0,8785;;
11,5988;10/8/13 6:56 AM;6;19,4305;17,755;20,7895;21,80583333;;
55,20158333;10/8/13 7:56 AM;7;20,593;19,47933333;73,2955;73,9715;;
224,36305;10/8/13 8:56 AM;8;22,08816667;25,2645;268,801;276,3398333;;
330,1183;10/8/13 9:56 AM;9;23,4065;31,3985;364,5673333;401,1476667;;
