P (kW);Date;Time Frame;(Ta)¡C;Tm (¡C);I3 (W/m2);I15 (W/m2);;
573,0229;9/5/13 10:54 AM;10;29,98483333;49,717;754,7766667;893,7126667;;
395,9953167;9/5/13 11:54 AM;11;29,94516667;44,32716667;583,2446667;500,5831667;;
658,21765;9/5/13 12:54 PM;12;30,317;44,36333333;871,0268333;934,4528333;;
476,27415;9/5/13 1:54 PM;13;30,70066667;43,5945;621,5761667;741,9815;;
469,7763;9/5/13 2:54 PM;14;30,71116667;41,439;649,3928333;666,546;;
325,4615;9/5/13 3:54 PM;15;30,75716667;39,618;471,0303333;484,3511667;;
137,57465;9/5/13 4:54 PM;16;29,56266667;33,31783333;221,4953333;208,8901667;;
17,80188333;9/5/13 5:54 PM;17;27,14483333;25,1875;36,7745;34,29566667;;
0,508616667;9/5/13 6:54 PM;18;24,66066667;21,14683333;0,241;1,667166667;;
0;9/5/13 7:54 PM;19;23,0135;18,86516667;0;0,279166667;;
0;9/5/13 8:54 PM;20;21,81133333;17,4465;0;0,611833333;;
0;9/5/13 9:44 PM;21;20,9508;16,347;0;0,568846154;;
0;0;22;0;0;0;0;;
0;0;23;0;0;0;0;;
0;0;24;0;0;0;0;;
0;0;1;0;0;0;0;;
0;0;2;0;0;0;0;;
0;0;3;0;0;0;0;;
0;9/6/13 4:54 AM;4;18,432;14,731;0;0;;
5,62935;9/6/13 5:54 AM;5;18,36083333;14,1755;13,01083333;18,09616667;;
93,85621667;9/6/13 6:54 AM;6;21,226;19,68183333;152,1166667;182,6275;;
264,8956167;9/6/13 7:54 AM;7;25,536;32,25683333;354,1705;409,5258333;;
361,5521;9/6/13 8:54 AM;8;27,93766667;42,1895;454,3566667;561,385;;
323,6237167;9/6/13 9:54 AM;9;29,7925;43,04366667;452,3538333;314,2808333;;
373,1859833;9/6/13 10:54 AM;10;28,92583333;36,37066667;519,4321667;580,242;;
438,6359167;9/6/13 11:54 AM;11;28,90433333;42,194;542,8391667;600,2831667;;
271,2486167;9/6/13 12:54 PM;12;26,25933333;31,67216667;377,4236667;386,5156667;;
203,0638833;9/6/13 1:54 PM;13;27,62666667;37,60766667;246,1995;275,531;;
118,649;9/6/13 2:54 PM;14;27,046;30,31083333;154,3381667;156,2883333;;
106,2612833;9/6/13 3:54 PM;15;26,87316667;29,30733333;137,0485;139,5501667;;
136,96455;9/6/13 4:54 PM;16;27,561;30,34483333;217,7631667;204,8765;;
30,18151667;9/6/13 5:54 PM;17;26,69483333;26,44033333;62,77316667;56,13866667;;
0,828066667;9/6/13 6:54 PM;18;24,42283333;21,43233333;0,586;1,128666667;;
0;9/6/13 7:54 PM;19;23,467;20,18416667;0;0,080833333;;
0;9/6/13 8:54 PM;20;22,79283333;19,66966667;0;0,911166667;;
0;9/6/13 9:54 PM;21;21,9045;18,164;0;0,358;;
0;0;22;0;0;0;0;;
0;0;23;0;0;0;0;;
0;0;24;0;0;0;0;;
0;0;1;0;0;0;0;;
0;0;2;0;0;0;0;;
0;0;3;0;0;0;0;;
0;9/7/13 4:54 AM;4;18,07633333;15,32666667;0;0,58;;
5,584816667;9/7/13 5:54 AM;5;17,82933333;14,19416667;13,29383333;19,9055;;
95,3173;9/7/13 6:54 AM;6;20,02666667;18,23866667;171,0776667;201,4608333;;
271,5672333;9/7/13 7:54 AM;7;23,70933333;26,626;357,5203333;411,366;;
390,2308167;9/7/13 8:54 AM;8;26,456;35,08833333;538,92;605,1095;;
549,0545333;9/7/13 9:54 AM;9;28,05883333;40,36133333;718,6505;768,4351667;;
626,9208167;9/7/13 10:54 AM;10;28,90733333;43,80783333;829,5538333;912,5961667;;
662,0310833;9/7/13 11:54 AM;11;29,80566667;45,5285;881,4958333;959,5246667;;
628,02705;9/7/13 12:54 PM;12;30,00716667;44,17566667;860,8066667;925,14;;
581,9344667;9/7/13 1:54 PM;13;30,057;42,317;785,9905;826,8781667;;
476,98385;9/7/13 2:54 PM;14;30,1735;39,49266667;655,2685;675,2813333;;
326,2890167;9/7/13 3:54 PM;15;30,012;35,7825;475,7505;475,9053333;;
152,3512667;9/7/13 4:54 PM;16;28,38066667;29,958;270,006;251,5621667;;
27,18195;9/7/13 5:54 PM;17;25,9615;24,81666667;63,50533333;59,517;;
0,782883333;9/7/13 6:54 PM;18;23,91866667;21,28416667;0,569166667;2,056;;
0;9/7/13 7:54 PM;19;22,87633333;18,825;0;0,674;;
0;9/7/13 8:54 PM;20;21,19533333;16,26183333;0;0,832666667;;
0;9/7/13 9:54 PM;21;20,09033333;15,44466667;0;0,558666667;;
0;0;22;0;0;0;0;;
0;0;23;0;0;0;0;;
0;0;24;0;0;0;0;;
0;0;1;0;0;0;0;;
0;0;2;0;0;0;0;;
0;0;3;0;0;0;0;;
0;9/8/13 4:54 AM;4;15,75466667;11,39683333;0;0,0464;;
5,27125;9/8/13 5:54 AM;5;15,731;11,48833333;12,15266667;19,26533333;;
97,8714;9/8/13 6:54 AM;6;18,607;16,13066667;155,4971667;189,5475;;
273,71235;9/8/13 7:54 AM;7;23,0015;26,026;359,0881667;419,7845;;
406,915;9/8/13 8:54 AM;8;27,21416667;36,73366667;554,6081667;632,0985;;
548,7697333;9/8/13 9:54 AM;9;28,97683333;41,12766667;717,7716667;797,1128333;;
624,1708;9/8/13 10:54 AM;10;29,86216667;43,48816667;821,3953333;902,538;;
651,0367833;9/8/13 11:54 AM;11;30,60633333;45,8685;871,0845;943,8175;;
632,06345;9/8/13 12:54 PM;12;31,3905;46,06366667;855,0111667;912,5376667;;
571,43945;9/8/13 1:54 PM;13;31,9685;44,99133333;780,0366667;819,2;;
470,15965;9/8/13 2:54 PM;14;31,46816667;40,60883333;645,5478333;662,6313333;;
312,54705;9/8/13 3:54 PM;15;31,1545;36,77083333;464,0798333;461,7683333;;
134,44;9/8/13 4:54 PM;16;29,33;30,77966667;230,9611667;216,245;;
21,30205;9/8/13 5:54 PM;17;26,73366667;25,0265;44,18033333;41,398;;
0,5522;9/8/13 6:54 PM;18;24,7015;21,97583333;0,453166667;0,822166667;;
0;9/8/13 7:54 PM;19;23,66566667;20,14516667;0;0,038666667;;
0;9/8/13 8:54 PM;20;22,47216667;18,2165;0;0,570333333;;
0;9/8/13 9:54 PM;21;21,28933333;16,60933333;0;0,705666667;;
0;0;22;0;0;0;0;;
0;0;23;0;0;0;0;;
0;0;24;0;0;0;0;;
0;0;1;0;0;0;0;;
0;0;2;0;0;0;0;;
0;0;3;0;0;0;0;;
0;9/9/13 4:54 AM;4;17,47083333;13,13083333;0;0,58;;
6,415916667;9/9/13 5:54 AM;5;17,38816667;13,36616667;13,018;15,891;;
96,14658333;9/9/13 6:54 AM;6;19,90433333;17,51733333;140,7516667;161,5281667;;
235,3874167;9/9/13 7:54 AM;7;24,3135;28,13516667;308,3271667;354,914;;
376,4441;9/9/13 8:54 AM;8;28,98966667;42,477;506,075;567,1161667;;
513,7308667;9/9/13 9:54 AM;9;31,3665;50,54516667;664,3068333;741,8981667;;
588,9265833;9/9/13 10:54 AM;10;32,91416667;54,597;767,4436667;846,1035;;
623,5110333;9/9/13 11:54 AM;11;33,61766667;55,0335;800,4643333;881,706;;
531,9109833;9/9/13 12:54 PM;12;34,00066667;51,61516667;711,3913333;733,3186667;;
345,2329833;9/9/13 1:54 PM;13;34,30966667;48,05;422,9538333;450,2325;;
176,0236;9/9/13 2:54 PM;14;32,724;37,05566667;238,5768333;230,654;;
272,2379167;9/9/13 3:54 PM;15;33,63883333;42,42383333;355,7311667;359,5021667;;
75,1233;9/9/13 4:54 PM;16;30,00616667;31,498;105,287;104,0346667;;
46,38363333;9/9/13 5:54 PM;17;28,36766667;28,2695;66,22416667;67,74816667;;
0,240066667;9/9/13 6:54 PM;18;26,28483333;23,29666667;0,048333333;0,9115;;
0;9/9/13 7:54 PM;19;25,3;22,04266667;0;0;;
0;9/9/13 8:54 PM;20;25,20766667;22,6915;0;0,4685;;
0;9/9/13 9:44 PM;21;24,8602;22,1186;0;0;;
0;0;22;0;0;0;0;;
0;0;23;0;0;0;0;;
0;0;24;0;0;0;0;;
0;0;1;0;0;0;0;;
0;0;2;0;0;0;0;;
0;0;3;0;0;0;0;;
0;9/10/13 4:54 AM;4;21,2635;18,54716667;0;1,1586;;
6,830183333;9/10/13 5:54 AM;5;21,231;18,6515;12,0135;14,7465;;
66,57706667;9/10/13 6:54 AM;6;23,15766667;22,09483333;91,40883333;98,5375;;
194,6841167;9/10/13 7:54 AM;7;26,60716667;28,743;251,5381667;272,2133333;;
384,0057167;9/10/13 8:54 AM;8;29,09233333;37,44183333;487,826;525,3701667;;
473,4256667;9/10/13 9:54 AM;9;31,2195;49,94383333;604,6335;651,1248333;;
539,2017333;9/10/13 10:54 AM;10;32,486;50,0595;677,1825;767,349;;
665,6901905;9/10/13 11:54 AM;11;33,61533333;54,08433333;837,2285714;919,4095238;;
622,8317353;9/10/13 12:54 PM;12;33,83733333;52,06833333;812,3691176;866,9144118;;
483,6266136;9/10/13 1:55 PM;13;33,57275;48,3455;626,0318182;665,4025;;
436,3916333;9/10/13 2:55 PM;14;33,1145;44,67383333;562,9851667;598,2201667;;
290,1629167;9/10/13 3:55 PM;15;32,332;38,70783333;385,5295;387,4101667;;
104,4719833;9/10/13 4:55 PM;16;30,20966667;31,8595;139,5171667;139,6848333;;
23,94901667;9/10/13 5:55 PM;17;28,2885;27,5395;32,902;35,161;;
0,104;9/10/13 6:55 PM;18;26,94183333;24,66116667;0,009833333;0,773333333;;
0;9/10/13 7:55 PM;19;26,12533333;23,33683333;0;0,048333333;;
0;9/10/13 8:55 PM;20;25,30916667;22,387;0;0;;
0;9/10/13 9:45 PM;21;24,9032;21,7968;0;0,426792453;;
0;0;22;0;0;0;0;;
0;0;23;0;0;0;0;;
0;0;24;0;0;0;0;;
0;0;1;0;0;0;0;;
0;0;2;0;0;0;0;;
0;0;3;0;0;0;0;;
0;9/11/13 4:55 AM;4;23,82066667;21,74383333;0;0,58;;
2,35005;9/11/13 5:55 AM;5;24,0005;22,15883333;4,561333333;6,273;;
70,24278333;9/11/13 6:55 AM;6;25,0425;23,40616667;102,4578333;118,6036667;;
267,3609333;9/11/13 7:55 AM;7;27,75683333;31,06366667;327,7385;383,0458333;;
430,3381667;9/11/13 8:55 AM;8;29,31783333;39,63666667;523,8325;599,9775;;
579,4291;9/11/13 9:55 AM;9;30,62766667;45,72716667;679,0128333;767,6315;;
663,6004333;9/11/13 10:55 AM;10;31,825;48,01733333;787,4331667;881,8565;;
686,0251167;9/11/13 11:55 AM;11;32,82616667;50,493;847,0526667;919,9846667;;
557,9315;9/11/13 12:55 PM;12;32,48383333;46,593;720,4958333;742,6031667;;
516,3084;9/11/13 1:55 PM;13;30,99966667;40,16116667;628,238;725,5765;;
515,76695;9/11/13 2:55 PM;14;31,41166667;41,35416667;630,6365;658;;
327,6634;9/11/13 3:55 PM;15;30,67566667;35,951;422,5311667;425,4075;;
152,4966667;9/11/13 4:55 PM;16;29,2045;31,22016667;236,1753333;222,5291667;;
25,97496667;9/11/13 5:55 PM;17;26,688;25,31933333;45,8835;46,26783333;;
0,349;9/11/13 6:55 PM;18;24,94066667;22,18683333;0,115666667;0,9125;;
0;9/11/13 7:55 PM;19;23,81733333;20,17866667;0;0,58;;
0;9/11/13 8:55 PM;20;22,95316667;18,822;0;0,6745;;
0;9/11/13 9:45 PM;21;22,5226;18,544;0;0,992884615;;
0;0;22;0;0;0;0;;
0;0;23;0;0;0;0;;
0;0;24;0;0;0;0;;
0;0;1;0;0;0;0;;
0;0;2;0;0;0;0;;
0;0;3;0;0;0;0;;
0;9/12/13 4:55 AM;4;20,41683333;16,1675;0;0,843061224;;
4,653366667;9/12/13 5:55 AM;5;19,52783333;15,35666667;8,138666667;12,18316667;;
95,43781667;9/12/13 6:55 AM;6;21,63566667;19,237;134,5943333;155,1721667;;
254,90105;9/12/13 7:55 AM;7;25,62966667;30,81816667;302,5773333;343,8646667;;
342,9138333;9/12/13 8:55 AM;8;27,61416667;38,4055;410,8645;453,8348333;;
429,7477667;9/12/13 9:55 AM;9;28,89266667;41,80483333;492,2795;530,9006667;;
231,1949;9/12/13 10:55 AM;10;27,9025;33,5365;241,1541667;256,155;;
153,2527667;9/12/13 11:55 AM;11;26,03316667;26,02533333;169,6928333;164,2053333;;
362,74715;9/12/13 12:55 PM;12;27,218;32,12283333;438,826;454,1988333;;
409,2046923;9/12/13 1:45 PM;13;28,869;43,1056;465,5719231;499,4896154;;
390,0731917;9/12/13 2:45 PM;14;28,73425;37,17033333;471,5385;490,7795;;
77,18076923;9/12/13 3:58 PM;15;23,293;22,5245;94,18384615;98,43384615;;
150,6709;9/12/13 4:58 PM;16;23,52333333;25,9245;210,6281667;201,779;;
34,9112;9/12/13 5:58 PM;17;23,26333333;23,163;53,8785;56,774;;
0,265816667;9/12/13 6:58 PM;18;21,69333333;18,764;0,072;1,318166667;;
0;9/12/13 7:58 PM;19;20,903;17,839;0;0,869666667;;
0;9/12/13 8:58 PM;20;20,43633333;17,24266667;0;0,171666667;;
0;9/12/13 9:58 PM;21;20,26183333;16,86266667;0;0;;
0;0;22;0;0;0;0;;
0;0;23;0;0;0;0;;
0;0;24;0;0;0;0;;
0;0;1;0;0;0;0;;
0;0;2;0;0;0;0;;
0;0;3;0;0;0;0;;
0;9/13/13 4:58 AM;4;16,74966667;12,024;0;0,598695652;;
4,250883333;9/13/13 5:58 AM;5;16,5085;12,89283333;8,485333333;9,663333333;;
41,46318333;9/13/13 6:58 AM;6;18,95183333;17,66233333;55,60283333;60,19333333;;
92,58471667;9/13/13 7:58 AM;7;21,20783333;22,1925;113,606;114,5878333;;
133,622;9/13/13 8:58 AM;8;22,12466667;24,3955;156,0751667;156,8788333;;
242,79515;9/13/13 9:58 AM;9;23,08316667;26,12233333;274,967;284,3375;;
459,7824;9/13/13 10:58 AM;10;25,336;37,75333333;559,1495;603,1198333;;
195,1862167;9/13/13 11:58 AM;11;24,04366667;29,132;217,2521667;225,0611667;;
222,94312;9/13/13 12:18 PM;12;24,2425;29,147;248,9156;277,086;;
392,1826944;9/13/13 1:58 PM;13;25,7258;33,554;507,9869444;510,7830556;;
264,3794333;9/13/13 2:58 PM;14;26,05683333;32,9865;312,4405;323,559;;
134,3705167;9/13/13 3:58 PM;15;24,67233333;26,14966667;158,4806667;157,3165;;
121,6531667;9/13/13 4:58 PM;16;24,38233333;25,9855;173,6563333;163,1616667;;
21,34848333;9/13/13 5:58 PM;17;22,72316667;21,01816667;37,05516667;41,64716667;;
0,17195;9/13/13 6:58 PM;18;20,6625;16,86466667;0;0,077333333;;
0;9/13/13 7:58 PM;19;19,5295;14,66133333;0;0,198333333;;
0;9/13/13 8:58 PM;20;17,65533333;12,62583333;0;0,850166667;;
0;9/13/13 9:58 PM;21;17,3545;12,2685;0;0,640666667;;
0;0;22;0;0;0;0;;
0;0;23;0;0;0;0;;
0;0;24;0;0;0;0;;
0;0;1;0;0;0;0;;
0;0;2;0;0;0;0;;
0;0;3;0;0;0;0;;
0;9/14/13 4:58 AM;4;16,739;12,44;0;0,58;;
0;9/14/13 5:58 AM;5;16,739;12,44;0;0,58;;
0;9/14/13 6:58 AM;6;16,739;12,44;0;0,58;;
294,6777667;9/14/13 7:58 AM;7;21,0475;23,87083333;338,6836667;406,7903333;;
468,6474167;9/14/13 8:58 AM;8;23,39933333;33,918;545,5868333;631,5351667;;
611,1220833;9/14/13 9:58 AM;9;25,34766667;41,38666667;709,1781667;777,1603333;;
580,2668667;9/14/13 10:58 AM;10;26,79816667;43,59566667;712,5326667;845,9675;;
470,7101167;9/14/13 11:58 AM;11;27,53483333;40,17583333;599,112;557,3088333;;
325,1477667;9/14/13 12:58 PM;12;27,30183333;35,00033333;414,8845;438,612;;
499,8050833;9/14/13 1:58 PM;13;28,73233333;45,227;580,6856667;691,7343333;;
481,7060167;9/14/13 2:58 PM;14;29,00666667;42,03766667;611,09;604,951;;
350,3488833;9/14/13 3:58 PM;15;28,29016667;36,25733333;444,1786667;443,201;;
135,6818833;9/14/13 4:58 PM;16;25,83416667;27,84116667;214,1026667;200,79;;
17,94228333;9/14/13 5:58 PM;17;23,6285;21,58566667;27,974;32,107;;
0,164983333;9/14/13 6:58 PM;18;21,62166667;17,9035;0;1,036666667;;
0;9/14/13 7:58 PM;19;20,1275;15,5975;0;0,687166667;;
0;9/14/13 8:58 PM;20;19,09683333;14,48316667;0;0;;
0;9/14/13 9:48 PM;21;18,28;13,473;0;0;;
0;0;22;0;0;0;0;;
0;0;23;0;0;0;0;;
0;0;24;0;0;0;0;;
0;0;1;0;0;0;0;;
0;0;2;0;0;0;0;;
0;0;3;0;0;0;0;;
0;9/15/13 4:58 AM;4;16,182;11,961;0;0;;
3,339283333;9/15/13 5:58 AM;5;16,0945;12,25;7,426833333;10,25983333;;
83,27926667;9/15/13 6:58 AM;6;17,7995;15,90016667;129,6818333;162,594;;
283,6030333;9/15/13 7:58 AM;7;21,45833333;26,2885;330,6566667;393,5893333;;
439,4868;9/15/13 8:58 AM;8;25,20383333;40,385;523,4151667;602,0211667;;
576,2610667;9/15/13 9:58 AM;9;27,89933333;47,55216667;675,9578333;762,6558333;;
615,63825;9/15/13 10:58 AM;10;29,67616667;53,074;778,387;792,9215;;
560,3229;9/15/13 11:58 AM;11;30,1205;49,3405;676,8895;751,3556667;;
683,4166;9/15/13 12:58 PM;12;31,12316667;51,36766667;844,1418333;885,5918333;;
621,80905;9/15/13 1:58 PM;13;30,987;50,622;762,6066667;813,7951667;;
510,2137833;9/15/13 2:58 PM;14;30,5845;44,55416667;622,4213333;649,5068333;;
317,4534333;9/15/13 3:58 PM;15;29,32583333;37,134;406,78;419,42;;
132,4211333;9/15/13 4:58 PM;16;27,25716667;29,22533333;186,4831667;179,8221667;;
11,47878333;9/15/13 5:58 PM;17;24,73516667;22,85116667;17,34433333;19,35233333;;
0,011566667;9/15/13 6:58 PM;18;23,37683333;20,85616667;0;0,824166667;;
0;9/15/13 7:58 PM;19;22,51966667;19,37966667;0;0,27;;
0;9/15/13 8:58 PM;20;21,48033333;17,59583333;0;0,774;;
0;9/15/13 9:58 PM;21;21,07533333;17,74683333;0;1,16;;
0;0;22;0;0;0;0;;
0;0;23;0;0;0;0;;
0;0;24;0;0;0;0;;
0;0;1;0;0;0;0;;
0;0;2;0;0;0;0;;
0;0;3;0;0;0;0;;
0;9/16/13 4:58 AM;4;20,74;17,8105;0;1,16;;
1,667683333;9/16/13 5:58 AM;5;21,052;18,969;2,6865;3,956333333;;
10,06843333;9/16/13 6:58 AM;6;21,38016667;20,25366667;16,8415;18,31483333;;
207,4581833;9/16/13 7:58 AM;7;23,40433333;26,96366667;246,6151667;284,188;;
216,4771833;9/16/13 8:58 AM;8;25,0605;32,57366667;304,9928333;322,5538333;;
589,5832167;9/16/13 9:58 AM;9;27,26633333;42,27166667;679,1151667;775,1865;;
430,4852833;9/16/13 10:58 AM;10;28,06116667;39,57416667;480,5655;550,979;;
554,02005;9/16/13 11:58 AM;11;29,12216667;43,4605;640,5451667;655,4226667;;
407,3135333;9/16/13 12:58 PM;12;25,46283333;31,36083333;477,4058333;513,8035;;
540,8361833;9/16/13 1:58 PM;13;27,47733333;38,31783333;652,3635;709,9311667;;
255,3523;9/16/13 2:58 PM;14;26,271;30,8095;311,6633333;334,8931667;;
297,8308167;9/16/13 3:58 PM;15;26,56166667;30,8145;371,7285;387,8773333;;
99,93961667;9/16/13 4:58 PM;16;24,92516667;25,59483333;139,698;131,3648333;;
19,0027;9/16/13 5:58 PM;17;23,137;21,46916667;27,67866667;33,97966667;;
0,089266667;9/16/13 6:58 PM;18;21,59283333;18,4525;0;0,725;;
0;9/16/13 7:58 PM;19;21,14866667;18,19916667;0;0,58;;
0;9/16/13 8:58 PM;20;19,81633333;15,59933333;0;0,831333333;;
0;9/16/13 9:48 PM;21;19,371;15,71;0;0,481272727;;
0;0;22;0;0;0;0;;
0;0;23;0;0;0;0;;
0;0;24;0;0;0;0;;
0;0;1;0;0;0;0;;
0;0;2;0;0;0;0;;
0;0;3;0;0;0;0;;
0;9/17/13 4:58 AM;4;18,21766667;13,798;0;0,703913043;;
2,96275;9/17/13 5:58 AM;5;18,31616667;14,07283333;5,704;11,53766667;;
81,8727;9/17/13 6:58 AM;6;20,4275;17,33716667;133,6155;173,178;;
273,82805;9/17/13 7:58 AM;7;23,92366667;28,76383333;320,0331667;377,7048333;;
325,1051333;9/17/13 8:58 AM;8;26,02416667;34,21933333;403,3743333;442,44;;
371,3576;9/17/13 9:58 AM;9;26,89733333;34,93;434,2593333;466,6695;;
373,1483818;9/17/13 10:48 AM;10;27,4964;35,678;422,2265455;451,9292727;;
504,2064043;9/17/13 11:58 AM;11;28,20083333;38,106;600,9378723;633,3023404;;
518,726525;9/17/13 12:58 PM;12;29,6078;42,883;614,40325;651,4315;;
481,6854;9/17/13 1:58 PM;13;29,61066667;40,17266667;589,2986667;597,2015;;
474,8973833;9/17/13 2:58 PM;14;29,37116667;38,9365;556,6526667;593,7891667;;
305,77434;9/17/13 3:48 PM;15;28,4982;34,8268;387,6696;391,7462;;
19,8156;9/17/13 4:59 PM;16;25,7334;25,4462;25,5744;27,4916;;
5,889483333;9/17/13 5:59 PM;17;24,84766667;23,67533333;9,786;11,2445;;
0,0656;9/17/13 6:59 PM;18;23,86833333;21,57933333;0;0,714;;
0;9/17/13 7:59 PM;19;23,325;20,54066667;0;1,16;;
0;9/17/13 8:59 PM;20;23,0855;20,30566667;0;1,16;;
0;9/17/13 9:49 PM;21;22,5322;19,5564;0;0,901403509;;
0;0;22;0;0;0;0;;
0;0;23;0;0;0;0;;
0;0;24;0;0;0;0;;
0;0;1;0;0;0;0;;
0;0;2;0;0;0;0;;
0;9/18/13 3:59 AM;3;18,415;15,218;0;0;;
0;9/18/13 4:59 AM;4;18,571;15,696;0;0,569642857;;
2,88145;9/18/13 5:59 AM;5;17,659;13,96933333;5,012666667;8,001666667;;
73,07793333;9/18/13 6:59 AM;6;18,5705;17,55066667;116,0498333;150,065;;
276,9629833;9/18/13 7:59 AM;7;21,0355;25,15166667;329,2216667;398,7133333;;
438,17455;9/18/13 8:59 AM;8;23,27083333;32,58333333;509,8868333;573,6878333;;
531,9566333;9/18/13 9:59 AM;9;25,15583333;39,755;644,9663333;650,3933333;;
506,9751159;9/18/13 10:59 AM;10;27,8002;40,121;587,2901894;638,577303;;
563,3118;9/18/13 11:59 AM;11;26,7448;40,943;758,708;202,278;;
599,3046111;9/18/13 12:59 PM;12;25,31766667;30,22933333;729,13;773,2505556;;
225,4507167;9/18/13 1:59 PM;13;26,29633333;35,457;288,2323333;274,4008333;;
430,6515333;9/18/13 2:59 PM;14;25,60316667;30,3745;481,1305;609,2046667;;
271,0386333;9/18/13 3:59 PM;15;25,71133333;30,78266667;343,3001667;438,5921667;;
279,0343;9/18/13 4:59 PM;16;24,61683333;26,956;388,4801667;389,6016667;;
129,5320333;9/18/13 5:59 PM;17;22,48083333;20,3525;207,305;191,9851667;;
15,01258333;9/18/13 6:59 PM;18;20,76066667;16,8305;22,99166667;30,06433333;;
0,03735;9/18/13 7:59 PM;19;19,42266667;15,12633333;0;0,7735;;
0;9/18/13 8:59 PM;20;18,508;14,12816667;0;0,266166667;;
0;9/18/13 9:49 PM;21;17,7362;13,0908;0;0,483333333;;
0;0;22;0;0;0;0;;
0;0;23;0;0;0;0;;
0;0;24;0;0;0;0;;
0;0;1;0;0;0;0;;
0;0;2;0;0;0;0;;
0;9/19/13 3:59 AM;3;16,207;12;0;0,58;;
0;9/19/13 4:59 AM;4;15,82816667;11,32633333;0;0,569642857;;
2,345683333;9/19/13 5:59 AM;5;15,37866667;10,719;4,518833333;7,664666667;;
75,88846667;9/19/13 6:59 AM;6;17,59466667;14,90283333;123,7808333;160,2658333;;
277,1701667;9/19/13 7:59 AM;7;22,20166667;25,54783333;327,3738333;395,5946667;;
442,4521833;9/19/13 8:59 AM;8;25,58216667;38,36566667;517,7973333;607,15;;
560,4924167;9/19/13 9:59 AM;9;27,6565;43,57633333;634,7458333;751,9555;;
640,80185;9/19/13 10:59 AM;10;28,104;44,564;752,3538333;825,2253333;;
393,3273167;9/19/13 11:59 AM;11;27,8095;37,91283333;477,2738333;484,8991667;;
573,3096333;9/19/13 12:59 PM;12;28,24266667;41,022;608,7061667;657,2455;;
550,4585167;9/19/13 1:59 PM;13;29,5745;44,74116667;673,6336667;703,2333333;;
149,0874167;9/19/13 2:59 PM;14;27,10983333;30,61383333;160,0788333;176,023;;
58,31676667;9/19/13 3:59 PM;15;22,80166667;21,19983333;73,37683333;72,24683333;;
125,1901833;9/19/13 4:59 PM;16;24,27866667;26,11316667;188,6883333;175,8773333;;
11,11938333;9/19/13 5:59 PM;17;23,041;21,30016667;16,00266667;16,38383333;;
0,0122;9/19/13 6:59 PM;18;21,67766667;18,5185;0;0,009666667;;
0;9/19/13 7:59 PM;19;20,22483333;15,95033333;0;0,642333333;;
0;9/19/13 8:59 PM;20;19,99083333;15,87616667;0;0,4395;;
0;9/19/13 9:39 PM;21;20,40825;17,013;0;0,58;;
0;0;22;0;0;0;0;;
0;0;23;0;0;0;0;;
0;0;24;0;0;0;0;;
0;0;1;0;0;0;0;;
0;0;2;0;0;0;0;;
0;9/20/13 3:59 AM;3;17,9;14,8;0;0;;
0;9/20/13 4:59 AM;4;17,14266667;13,63033333;0;0,58;;
1,349316667;9/20/13 5:59 AM;5;17,00116667;13,702;2,356;3,573;;
69,48538333;9/20/13 6:59 AM;6;18,33533333;16,27766667;117,0741667;144,5393333;;
268,055;9/20/13 7:59 AM;7;22,06566667;23,72916667;310,239;389,6211667;;
435,1090333;9/20/13 8:59 AM;8;24,58133333;32,9825;508,1281667;587,1663333;;
589,9321833;9/20/13 9:59 AM;9;25,663;37,65266667;678,598;752,6015;;
658,9019;9/20/13 10:59 AM;10;26,09583333;39,32583333;771,9355;871,4768333;;
675,39375;9/20/13 11:59 AM;11;26,8615;40,04983333;807,1236667;905,5248333;;
672,4090833;9/20/13 12:59 PM;12;27,3845;40,31516667;814,7768333;880,6373333;;
634,6176154;9/20/13 1:19 PM;13;27,391;37,7815;770,1861538;824,0988462;;
0;9/20/13 2:19 PM;14;0;0;0;0;;
0;9/20/13 3:19 PM;15;0;0;0;0;;
0;9/20/13 4:19 PM;16;0;0;0;0;;
0;9/20/13 5:19 PM;17;0;0;0;0;;
0;9/20/13 6:19 PM;18;0;0;0;0;;
0;9/20/13 7:19 PM;19;0;0;0;0;;
0;9/20/13 8:19 PM;20;0;0;0;0;;
0;9/20/13 9:19 PM;21;0;0;0;0;;
0;0;22;0;0;0;0;;
0;0;23;0;0;0;0;;
0;0;24;0;0;0;0;;
0;0;1;0;0;0;0;;
0;0;2;0;0;0;0;;
0;0;3;0;0;0;0;;
0;9/21/13 4:57 AM;4;0;0;0;0;;
0;9/21/13 5:57 AM;5;0;0;0;0;;
158,8902857;9/21/13 6:57 AM;6;16,4335;14,0865;241,21;287,4628571;;
269,2336512;9/21/13 7:56 AM;7;19,19225;20,338;324,1990698;388,4606977;;
425,4812;9/21/13 8:56 AM;8;23,149;31,47316667;503,8135;590,7458333;;
599,6119;9/21/13 9:56 AM;9;24,924;33,24283333;691,9388333;787,8701667;;
668,7758833;9/21/13 10:56 AM;10;25,51833333;35,5775;791,3085;887,5648333;;
703,5918667;9/21/13 11:56 AM;11;26,331;37,28883333;839,7033333;927,14;;
678,0467667;9/21/13 12:56 PM;12;26,64083333;37,71416667;822,4165;892,95;;
622,1467667;9/21/13 1:56 PM;13;26,47016667;35,73816667;742,0761667;793,7166667;;
505,05555;9/21/13 2:56 PM;14;26,28416667;32,61916667;606,7051667;635,7293333;;
